index,origin_id,origin_date,split,decision_document_id,decision_url,decision_text_sha256
103,decision_close_2024_7,2024-07-23,test,PPK_2024_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-39,45c5c1f6dcc8572f2b828869cb559ca53d375b028e450e7fb75c8055ea869ab2
104,decision_close_2024_8,2024-08-20,test,PPK_2024_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-45,e1dd2318ba0e7fb67b2c59f03ffbfc60fe7b82b8be1d85994855967499bacfd9
105,decision_close_2024_9,2024-09-19,test,PPK_2024_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-51,6d5c144510fe129af6ac7a7110af7c83a5ba483dd3e637bd1450c7e261a73763
106,decision_close_2024_10,2024-10-17,test,PPK_2024_10_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-56,0478fa9c731cbb5faffbd4a82bb4773a5c5c40b71f4b227a34df1b1fe8fa60b8
107,decision_close_2024_11,2024-11-21,test,PPK_2024_11_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-61,36dc59ac0f34c4fd797e6f66690e42ba235923d0f00e6c65cd0dd6137e1e54ca
108,decision_close_2024_12,2024-12-26,test,PPK_2024_12_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-70,020b208d733c5db84c01818bfdb8eb3b4f9283000e52fff094e623eb5ca1010d
109,decision_close_2025_1,2025-01-23,test,PPK_2025_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-05,f58c96f2e8f9fc28199055bd11af881cbbc6b3b7454acddecd409f7713c2b54e
110,decision_close_2025_2,2025-03-06,test,PPK_2025_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-15,c2bf71dd955768d231105e3ba76eb6c71dc89e3570f207052c2f361dc5b46646
111,decision_close_2025_3,2025-03-20,test,PPK_2025_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-20,bbd9c005170f50382abe42bb53fc2b23b2cc93d1336f7790af466ecdb4ef0b49
112,decision_close_2025_4,2025-04-17,test,PPK_2025_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-24,70a8c5cde7fe9acc52fa27385a09c5bb588063501124a3eeba662d7421519d74
113,decision_close_2025_5,2025-06-19,test,PPK_2025_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-37,247331f2215b62731a881e48f7331419095324a44ebf8f64a9eb301ace49e9ab
114,decision_close_2025_6,2025-07-24,test,PPK_2025_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-41,c6389d16e7f36c15527a34e8a194f35f6dbf7e11739ba9be4f47ffbc82afe0e7
115,decision_close_2025_7,2025-09-11,test,PPK_2025_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-47,f7b5865d75e940c5a3114d71fa8117357d43951fa3efd020683bc4d685045968
116,decision_close_2025_8,2025-10-23,test,PPK_2025_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-55,4f799a7999d14b9481e54685dd6f2b35a74d26a59e2d0e76b91339b8915c4344
117,decision_close_2025_9,2025-12-11,test,PPK_2025_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2025/duy2025-63,0989c5e77a8cc375d77dc70707614301492e7f0e6fe735f849756c4f2b0921f4
118,decision_close_2026_1,2026-01-22,test,PPK_2026_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2026/duy2026-01,201f74e50fe0b1344c3215982ca089221f5773925fff2602abe13fdc24d0a607
119,decision_close_2026_2,2026-03-12,test,PPK_2026_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2026/duy2026-12,968c3a5a0366bd8b1b17e5c12bebe83b74b501d981a3d75b4373302adde81a1e
120,decision_close_2026_3,2026-04-22,test,PPK_2026_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2026/duy2026-17,a70c2521aeeefde1524e87eb41bbccdcc2841b67d0bf53891007508c70dd602f
121,decision_close_2026_4,2026-06-11,test,PPK_2026_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2026/duy2026-23,caf1e18bf00a4609f7e2d8e49cfb148f7c533c48327b9bc3ff4f328dcfb85c1a
