index,origin_id,origin_date,split,item_id,inflation_pressure_score,inflation_pressure_evidence,inflation_pressure_zero_reason,inflation_pressure_note,demand_pressure_score,demand_pressure_evidence,demand_pressure_zero_reason,demand_pressure_note,forward_policy_bias_score,forward_policy_bias_evidence,forward_policy_bias_zero_reason,forward_policy_bias_note
37,decision_close_2018_6,2018-07-24,train,T-50df5989c094,1,"Yakın dönemde maliyet yönlü gelişmeler ve gıda fiyatlarındaki oynaklık enflasyon üzerinde etkili olmuştur. Öte yandan, fiyat artışlarının alt kalemler bazında genele yayılan bir nitelik gösterdiği dikkat çekmektedir.",,,0,Son dönemde açıklanan veriler iktisadi faaliyette dengelenme eğiliminin belirginleştiğine işaret etmektedir. Dış talep gücünü korumakla birlikte iç talebe dair yavaşlama sinyalleri artmaktadır.,mixed_balanced,,1,"Enflasyon beklentileri, fiyatlama davranışları, para politikası kararlarının gecikmeli etkileri, maliye politikasının dengelenme sürecine vereceği katkı ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
38,decision_close_2018_7,2018-09-13,train,T-63f7aaa9c3a7,1,Yakın dönemde enflasyon görünümüne ilişkin gelişmeler fiyat istikrarı açısından önemli risklere işaret etmiştir. Döviz kurundaki hareketlerin de etkisiyle fiyat artışlarının alt kalemler bazında genele yayılan bir nitelik gösterdiği dikkat çekmektedir. İç talep koşullarındaki zayıflamaya rağmen fiyatlama davranışlarında gözlenen bozulma enflasyon görünümüne dair yukarı yönlü risk oluşturmaya devam etmektedir.,,,0,Son dönemde açıklanan veriler iktisadi faaliyette dengelenme eğiliminin belirginleştiğine işaret etmektedir. Dış talep gücünü korumakla birlikte iç talepteki yavaşlama hızlanmaktadır.,mixed_balanced,,1,gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.,,
39,decision_close_2018_8,2018-10-25,train,T-91bd17bd87f0,1,Yakın dönemde enflasyon görünümüne ilişkin gelişmeler fiyat istikrarı açısından önemli risklere işaret etmiştir. Döviz kurundaki hareketlerin de etkisiyle fiyat artışlarının alt kalemler bazında genele yayılan bir nitelik gösterdiği dikkat çekmektedir.,,,-1,Dış talep gücünü korumakla birlikte finansal koşullardaki sıkılaşmanın da etkisiyle iktisadi faaliyetteki yavaşlama devam etmektedir.,,,1,Enflasyon görünümünde belirgin bir iyileşme sağlanana kadar para politikasındaki sıkı duruş kararlılıkla sürdürülecektir.,,
40,decision_close_2018_9,2018-12-13,train,T-42564a7776a4,0,İthal girdi maliyetleri ve iç talep gelişmelerine bağlı olarak enflasyon görünümünde bir miktar iyileşme gözlenmekle birlikte fiyat istikrarına yönelik riskler devam etmektedir.,mixed_balanced,,0,Dış talep gücünü korumakla birlikte finansal koşullardaki sıkılaşmanın da etkisiyle iktisadi faaliyetteki yavaşlama devam etmektedir.,mixed_balanced,,1,enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.,,
41,decision_close_2019_1,2019-01-16,train,T-2075a7ce5c93,0,İthal girdi maliyetleri ve iç talep gelişmelerine bağlı olarak enflasyon görünümünde bir miktar iyileşme gözlenmekle birlikte fiyat istikrarına yönelik riskler devam etmektedir.,mixed_balanced,,0,Dış talep gücünü korurken finansal koşullardaki sıkılığın da etkisiyle iktisadi faaliyetteki yavaşlama devam etmektedir,mixed_balanced,,1,enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.,,
42,decision_close_2019_2,2019-03-06,train,T-d7323dbdabae,1,"İthal girdi maliyetleri ve iç talep gelişmelerine bağlı olarak enflasyon göstergelerinde bir miktar iyileşme gözlenmektedir. Bununla birlikte, fiyat istikrarına yönelik riskler devam etmektedir.",,,-1,Son dönemde açıklanan veriler ekonomideki dengelenme eğiliminin belirginleştiğini göstermektedir. Dış talep nispeten gücünü korurken finansal koşullardaki sıkılığın da etkisiyle iktisadi faaliyet yavaş bir seyir izlemektedir.,,,1,"Bu çerçevede Kurul, enflasyon görünümünde belirgin bir iyileşme sağlanana kadar sıkı parasal duruşun korunmasına karar vermiştir.",,
43,decision_close_2019_3,2019-04-25,train,T-3388d55b1f33,0,"İç talep gelişmelerine bağlı olarak enflasyon göstergelerinde bir miktar iyileşme gözlenmektedir. Bununla birlikte, gıda fiyatları ve ithal girdi maliyetlerindeki artışlar ile enflasyon beklentilerindeki yüksek seyir fiyat istikrarına yönelik risklerin devam ettiğini göstermektedir.",mixed_balanced,,0,Dış talep nispeten gücünü korurken finansal koşullardaki sıkılığın da etkisiyle iktisadi faaliyet yavaş bir seyir izlemektedir.,mixed_balanced,,0,"Bu çerçevede Kurul, enflasyon görünümünde belirgin bir iyileşme sağlanana kadar sıkı parasal duruşun korunmasına karar vermiştir.",maintain_only,
44,decision_close_2019_4,2019-06-12,train,T-267d04ee3dfa,-1,İç talep gelişmeleri ve parasal sıkılaştırmanın etkileri enflasyondaki düşüşü desteklemektedir.,,,0,Dış talep nispeten gücünü korurken finansal koşullardaki sıkılığın da etkisiyle iktisadi faaliyet yavaş bir seyir izlemektedir.,mixed_balanced,,0,fiyatlama davranışlarına dair riskleri sınırlamak ve enflasyonun düşüş sürecini hızlandırmak amacıyla sıkı parasal duruşun korunmasına karar vermiştir.,maintain_only,
45,decision_close_2019_5,2019-07-25,train,T-3f633ee112d4,-1,Enflasyon görünümündeki iyileşme devam etmektedir. Yılın ikinci çeyreğinde enflasyon işlenmemiş gıda ve enerji fiyatlarındaki yavaşlamanın da katkısıyla belirgin bir düşüş sergilemiştir.,,,-1,İç talep gelişmeleri ve parasal sıkılaştırmanın etkileri enflasyondaki düşüşü desteklemektedir.,,,0,"flasyondaki düşüşün hedeflenen patika ile uyumlu şekilde gerçekleşmesi için para politikasındaki temkinli duruşun sürdürülmesi gerekmektedir. Bu çerçevede, parasal sıkılığın düzeyi ana eğilime dair göstergeler dikkate alınarak enflasyondaki düşüşün sürekliliğini sağlayacak şekilde belirlenecektir.",maintain_only,
46,decision_close_2019_6,2019-09-12,train,T-259f7f395d9a,-1,"Bu gelişmelere bağlı olarak, güncel tahminler yılsonu itibarıyla enflasyonun Temmuz Enflasyon Raporu’nda verilen öngörülerin bir miktar altında kalabileceğine işaret etmektedir.",,,-1,Türk lirasındaki istikrarlı seyrin yanı sıra enflasyon beklentilerindeki iyileşme ve ılımlı iç talep koşulları çekirdek enflasyon göstergelerindeki düşüşte belirleyici olmuştur,,,0,"Gelinen noktada, mevcut para politikası duruşunun hedeflenen dezenflasyon patikasıyla büyük ölçüde uyumlu olduğu değerlendirilmektedir.",maintain_only,
47,decision_close_2019_7,2019-10-24,train,T-6dd16ca5b18d,-1,Enflasyon görünümündeki iyileşme devam etmektedir.,,,-1,Türk lirasındaki istikrarlı seyrin yanı sıra enflasyon beklentilerindeki iyileşme ve ılımlı iç talep koşulları çekirdek enflasyon göstergelerindeki düşüşte belirleyici olmuştur,,,0,"Gelinen noktada, mevcut para politikası duruşunun hedeflenen dezenflasyon patikasıyla büyük ölçüde uyumlu olduğu değerlendirilmektedir.",maintain_only,
48,decision_close_2019_8,2019-12-12,train,T-49b6c6099e4f,-1,"Enflasyon görünümündeki iyileşme devam etmekte, enflasyon beklentilerinde genele yayılan bir düzelme gözlenmektedir.",,,-1,yatırımlar zayıf seyrini sürdürmektedir. Rekabet gücündeki gelişmelerin olumlu etkisi sürerken küresel büyüme görünümündeki zayıflama dış talebi kısmen yavaşlatmaktadır.,,,0,"Gelinen noktada, mevcut para politikası duruşunun hedeflenen dezenflasyon patikasıyla uyumlu olduğu değerlendirilmektedir.",maintain_only,
49,decision_close_2020_1,2020-01-16,train,T-b1a553c70cef,-1,"Enflasyon görünümündeki iyileşme devam etmekte, enflasyon beklentilerindeki genele yayılan düzelme sürmektedir.",,,0,Son döneme ilişkin veriler iktisadi faaliyetteki toparlanma eğiliminin devam ettiğini göstermektedir. İktisadi faaliyetin sektörel yayılımındaki iyileşme devam etmekle birlikte yatırımlar zayıf seyrini sürdürmektedir.,mixed_balanced,,0,"Gelinen noktada, mevcut para politikası duruşunun hedeflenen dezenflasyon patikasıyla uyumunu koruduğu değerlendirilmektedir.",maintain_only,
50,decision_close_2020_2,2020-02-19,train,T-9be7c80a4189,-1,"Enflasyon beklentileri, iç talep koşulları ve üretici fiyatlarındaki gelişmelere bağlı olarak çekirdek enflasyon göstergelerinin eğilimleri ılımlı seyretmektedir. Enflasyon başta olmak üzere makroekonomik göstergelerdeki iyileşme ülke risk primindeki düşüşü desteklemekte ve maliyet unsurları üzerindeki baskıların sınırlanmasına katkıda bulunmaktadır",,,0,Son döneme ilişkin veriler iktisadi faaliyetteki toparlanma eğiliminin devam ettiğini göstermektedir. İktisadi faaliyetin sektörel yayılımındaki iyileşme devam etmekte; yatırımlarda ve istihdamda toparlanma sinyalleri alınmakla birlikte zayıf seyir sürmektedir. Rekabet gücündeki gelişmelerin olumlu etkisi sürerken küresel büyüme görünümündeki zayıflama dış talebi kısmen yavaşlatmaktadır.,mixed_balanced,,0,"Bu çerçevede Kurul, enflasyon görünümünü etkileyen tüm unsurları dikkate alarak, politika faizinde daha ölçülü bir indirim yapılmasına karar vermiştir. Gelinen noktada, mevcut para politikası duruşunun hedeflenen dezenflasyon patikasıyla uyumunu koruduğu değerlendirilmektedir.",maintain_only,
51,decision_close_2020_3,2020-03-17,train,T-836d3f13d01d,-1,"Küresel gelişmeler paralelinde Türk lirasında gözlenen değer kaybına karşın, başta ham petrol ve metal fiyatları olmak üzere uluslararası emtia fiyatlarındaki keskin düşüş enflasyon görünümünü olumlu etkilemektedir.",,,-1,"Ayrıca, küresel ticaret hacmindeki zayıflama ve seyahat kısıtlamaları gibi önlemlere bağlı olarak toplam talep koşullarının enflasyonu sınırlayıcı etkisinin bir miktar arttığı değerlendirilmektedir.",,,0,"Enflasyondaki düşüşün hedeflenen patika ile uyumlu şekilde gerçekleşmesi için para politikasındaki temkinli duruşun sürdürülmesi gerekmektedir. Bu çerçevede, parasal duruş ana eğilime dair göstergeler dikkate alınarak enflasyondaki düşüşün sürekliliğini sağlayacak şekilde belirlenecektir.",maintain_only,
52,decision_close_2020_4,2020-04-22,train,T-0b3591b0dbcd,1,"Küresel gelişmeler paralelinde Türk lirasında gözlenen değer kaybına karşın, başta ham petrol ve metal fiyatları olmak üzere uluslararası emtia fiyatlarındaki keskin düşüşün devamı enflasyon görünümünü olumlu etkilemektedir.",,,-1,"iktisadi faaliyet, koronavirüs salgınının dış ticaret, turizm ve iç talep üzerindeki etkilerine bağlı olarak Mart ayı ortalarından itibaren zayıflamaya başlamıştır.",,,0,"Enflasyondaki düşüşün hedeflenen patika ile uyumlu şekilde gerçekleşmesi için para politikasındaki temkinli duruşun sürdürülmesi gerekmektedir. Bu çerçevede, parasal duruş ana eğilime dair göstergeler dikkate alınarak enflasyondaki düşüşün sürekliliğini sağlayacak şekilde belirlenecektir.",unclear_direction,
53,decision_close_2020_5,2020-05-21,train,T-c1d1a008f026,-1,Enflasyon beklentileri ve iç talep koşullarındaki gelişmelere bağlı olarak çekirdek enflasyon göstergelerinin eğilimleri ılımlı seyretmektedir.,,,-1,"Ocak ve Şubat aylarında finansal koşullardaki iyileşmenin de katkısıyla güçlü bir eğilim sergileyen iktisadi faaliyet, koronavirüs salgınının dış ticaret, turizm ve iç talep üzerindeki etkilerine bağlı olarak Mart ayı ortalarından itibaren zayıflamaya başlamıştır.",,,0,"Bu çerçevede Kurul, enflasyon görünümünü etkileyen tüm unsurları dikkate alarak, politika faizinde ölçülü bir indirim yapılmasına karar vermiştir. Mevcut para politikası duruşu altında enflasyon görünümünün yıl sonu tahminiyle uyumlu olduğu değerlendirilmektedir.",maintain_only,
54,decision_close_2020_6,2020-06-25,train,T-1e7902e869d0,0,"Toplam talep koşullarının sınırlayıcı etkisine karşın, salgına bağlı birim maliyet artışlarının yansımalarıyla çekirdek enflasyon göstergelerinin eğilimlerinde bir miktar yükseliş gözlenmektedir. Uluslararası emtia fiyatları tüketici enflasyonunu sınırlamaya devam ederken, gıda enflasyonu dönemsel ve salgına bağlı etkiler nedeniyle artmıştır.",mixed_balanced,,-1,Toplam talep koşullarının sınırlayıcı etkisine karşın,,,0,"Enflasyondaki düşüşün hedeflenen patika ile uyumlu şekilde gerçekleşmesi için para politikasındaki temkinli duruşun sürdürülmesi gerekmektedir. Bu çerçevede, parasal duruş ana eğilime dair göstergeler dikkate alınarak enflasyondaki düşüşün sürekliliğini sağlayacak şekilde belirlenecektir.",maintain_only,
55,decision_close_2020_7,2020-07-23,train,T-f4ff3ba408b9,0,"Toplam talep koşullarının sınırlayıcı etkisine karşın, salgına bağlı birim maliyet artışlarının yansımalarıyla çekirdek enflasyon göstergelerinin eğilimlerinde yükseliş gözlenmektedir.",mixed_balanced,,-1,"Toplam talep koşullarının sınırlayıcı etkisine karşın, salgına bağlı birim maliyet artışlarının yansımalarıyla çekirdek enflasyon göstergelerinin eğilimlerinde yükseliş gözlenmektedir.",,,0,"Bu çerçevede Kurul, enflasyon görünümünü etkileyen tüm unsurları dikkate alarak, politika faizinin sabit tutulmasına karar vermiştir.",maintain_only,
56,decision_close_2020_8,2020-08-20,train,T-06a401f8f074,1,Salgına bağlı birim maliyet artışlarına ilave olarak döviz kuru ve kredilerde yaşanan gelişmeler talep yönlü dezenflasyonist etkileri sınırlamakta ve çekirdek enflasyon göstergelerinin eğilimlerinde yükseliş gözlenmektedir.,,,1,Ertelenmiş talebe ve salgın tedbirleri kapsamında uygulanan likidite ve kredi politikalarına bağlı olarak ithalatta gözlenen canlanmanın,,,0,Bu çerçevede Kurul politika faizinin sabit tutulmasıyla birlikte likidite tedbirlerinin sürdürülmesine karar vermiştir.,maintain_only,
57,decision_close_2020_9,2020-09-24,train,T-809f8839524b,1,"Ancak, güçlü kredi ivmesiyle ekonomide sağlanan hızlı toparlanma ve finansal piyasalarda yaşanan gelişmeler neticesinde enflasyon öngörülenden daha yüksek bir seyir izlemiştir.",,,1,İktisadi faaliyette kademeli normalleşme adımları ve güçlü kredi ivmesinin desteğiyle üçüncü çeyrekte belirgin bir toparlanma gözlenmektedir.,,,1,Enflasyon beklentilerinin kontrol altına alınması ve enflasyon görünümüne yönelik risklerin sınırlanması amacıyla Ağustos ayından itibaren atılan sıkılaştırma adımlarının güçlendirilmesi gerektiği değerlendirilmiştir.,,
58,decision_close_2020_10,2020-10-22,train,T-8da83b8dbdf1,1,Güçlü kredi ivmesiyle ekonomide sağlanan hızlı toparlanma ve finansal piyasalarda yaşanan gelişmeler neticesinde enflasyon öngörülenden daha yüksek bir seyir izlemiştir,,,0,İktisadi faaliyetteki toparlanma devam etmektedir. Son dönemde atılan politika adımlarıyla birlikte ticari ve bireysel kredilerdeki normalleşme eğilimi belirginleşmiştir. Salgın tedbirleri kapsamında uygulanan destekleyici politikaların kademeli olarak geri alınmasıyla ithalatta öngörülen dengelenmenin başladığı görülmektedir.,mixed_balanced,,0,"Bu doğrultuda Kurul, politika faizinin sabit tutulmasıyla birlikte, likidite yönetimindeki esnekliğin arttırılmasına ve enflasyon görünümünde belirgin bir iyileşme sağlanana kadar likidite tedbirlerinin sürdürülmesine karar vermiştir",maintain_only,
59,decision_close_2020_11,2020-11-19,train,T-b2a782b4e598,1,"Türk lirasındaki değer kaybının gecikmeli etkileri, uluslararası gıda fiyatlarındaki yükseliş ve enflasyon beklentilerindeki bozulma enflasyon görünümünü olumsuz etkilemektedir.",,,1,İktisadi faaliyette toparlanma devam etmektedir.,,,0,"Bu doğrultuda Kurul, enflasyon görünümüne dair risklerin bertaraf edilmesi, enflasyon beklentilerinin kontrol altına alınması ve dezenflasyon sürecinin en kısa sürede yeniden tesisi için, net ve güçlü bir parasal sıkılaştırma yapılmasına karar vermiştir.",maintain_only,
60,decision_close_2020_12,2020-12-24,train,T-bac28679b38c,1,"İç talep koşulları, döviz kuru başta olmak üzere birikimli maliyet etkileri, uluslararası gıda ve diğer emtia fiyatlarındaki yükseliş ve enflasyon beklentilerindeki bozulma, fiyatlama davranışları ve enflasyon görünümünü olumsuz etkilemeye devam etmektedir.",,,1,Milli gelir verileri ve son çeyreğe ilişkin göstergeler iktisadi faaliyette güçlü bir seyre işaret etmektedir.,,,0,"Önümüzdeki dönemde parasal duruşun sıkılığı, enflasyonu etkileyen tüm unsurlar dikkate alınarak, enflasyonda kalıcı düşüşe ve fiyat istikrarına işaret eden güçlü göstergeler oluşana kadar kararlılıkla sürdürülecektir.",maintain_only,
61,decision_close_2021_1,2021-01-21,train,T-caf3781b00da,1,"ç talep koşulları, döviz kuru başta olmak üzere birikimli maliyet etkileri, uluslararası gıda ve diğer emtia fiyatlarındaki yükseliş ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümünü olumsuz etkilemeye devam etmektedir.",,,1,Salgın döneminde sağlanan yüksek kredi büyümesinin birikimli etkileriyle güç kazanan iç talebin cari işlemler dengesi üzerindeki olumsuz etkisi devam etmektedir.,,,1,"Bu doğrultuda Kurul, 2021 yılsonu tahmin hedefini dikkate alarak, enflasyonda kalıcı düşüşe ve fiyat istikrarına işaret eden güçlü göstergeler oluşana kadar sıkı para politikası duruşunun kararlılıkla uzun bir müddet sürdürülmesine karar vermiştir",,
62,decision_close_2021_2,2021-02-18,train,T-912b4c05d64e,1,"İç talep koşulları, döviz kuru başta olmak üzere birikimli maliyet etkileri, uluslararası gıda ve diğer emtia fiyatlarındaki yükseliş ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümünü olumsuz etkilemeye devam etmektedir.",,,0,Salgın döneminde sağlanan yüksek kredi büyümesinin birikimli etkileriyle güç kazanan iç talebin cari işlemler dengesi üzerindeki olumsuz etkisi devam etmektedir.,mixed_balanced,,1,"Bu doğrultuda, 2021 yılsonu tahmin hedefi dikkate alınarak, enflasyonda kalıcı düşüşe ve fiyat istikrarına işaret eden güçlü göstergeler oluşana kadar, sıkı para politikası duruşu kararlılıkla uzun bir müddet sürdürülecektir.",,
63,decision_close_2021_3,2021-03-18,train,T-5b174b6a3e4c,1,"İç talep koşulları, döviz kuru başta olmak üzere birikimli maliyet etkileri, uluslararası gıda ve diğer emtia fiyatlarındaki yükseliş ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümünü olumsuz etkilemeye devam etmektedir.",,,1,Salgın döneminde sağlanan yüksek kredi büyümesinin birikimli etkileriyle güçlü seyreden iç talebin yanı sıra ithalat fiyatlarındaki artışlar cari işlemler dengesini olumsuz etkilemeye devam etmektedir.,,,1,"2021 yılsonu tahmin hedefi dikkate alınarak, enflasyonda kalıcı düşüşe ve fiyat istikrarına işaret eden güçlü göstergeler oluşana kadar, sıkı para politikası duruşu kararlılıkla uzun bir müddet sürdürülecektir.",,
64,decision_close_2021_4,2021-04-15,train,T-e5905991e9a2,1,"Talep ve maliyet unsurları, bazı sektörlerdeki arz kısıtları ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümü üzerinde risk oluşturmaya devam etmektedir.",,,1,"Salgının sınırlayıcı etkilerine rağmen, iç ve dış talep kaynaklı olarak yurt içi iktisadi faaliyet güçlü seyretmektedir.",,,0,"güçlü dezenflasyonist etkiyi muhafaza edecek şekilde, enflasyonun üzerinde bir düzeyde oluşturulmaya devam edilecektir",maintain_only,
65,decision_close_2021_5,2021-05-06,train,T-008cc340d504,1,Son dönemde emtia fiyatlarında yeniden artış gözlenirken,,,0,"Salgın kısıtlamalarına bağlı olarak iç talep bir miktar ivme kaybederken, dış talep gücünü korumaktadır",mixed_balanced,,0,Nisan Enflasyon Raporu tahmin patikasındaki belirgin düşüş sağlanana kadar para politikasındaki mevcut duruş sürdürülecektir.,maintain_only,
66,decision_close_2021_6,2021-06-17,train,T-66f02ed3c867,1,"Son dönemde ithalat fiyatları kaynaklı maliyet unsurlarının yanı sıra, talep koşulları, bazı sektörlerdeki arz kısıtları ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümü üzerinde risk oluşturmaya devam etmektedir.",,,0,"İkinci çeyrekte, salgın kısıtlamalarına ve finansal koşullardaki sıkılaşmaya bağlı olarak iç talep bir miktar ivme kaybederken, dış talep gücünü korumaktadır.",mixed_balanced,,0,"Enflasyon ve enflasyon beklentilerindeki yüksek seviyeler dikkate alınarak, Nisan Enflasyon Raporu tahmin patikasındaki belirgin düşüş sağlanana kadar para politikasındaki mevcut sıkı duruş kararlılıkla sürdürülecektir.",maintain_only,
67,decision_close_2021_7,2021-07-14,train,T-8ab3b92e5cbf,1,"on dönemde ithalat fiyatları ve yönetilen/yönlendirilen fiyatlardaki artışların yanı sıra, talep koşulları, bazı sektörlerdeki arz kısıtları, açılmanın etkisiyle yaz aylarında enflasyonda görülebilecek oynaklıklar ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümü üzerinde risk oluşturmaya devam etmektedir.",,,0,"İkinci çeyrekte, salgın kısıtlamalarına ve finansal koşullardaki sıkılaşmaya bağlı olarak iç talep bir miktar ivme kaybederken, dış talep gücünü korumaktadır.",mixed_balanced,,0,"Enflasyon ve enflasyon beklentilerindeki yüksek seviyeler dikkate alınarak, Nisan Enflasyon Raporu tahmin patikasındaki belirgin düşüş sağlanana kadar para politikasındaki mevcut sıkı duruş kararlılıkla sürdürülecektir.",maintain_only,
68,decision_close_2021_8,2021-08-12,train,T-774ece9c77f1,1,"Son dönemde ithalat fiyatları ve yönetilen/yönlendirilen fiyatlardaki artışların yanı sıra, talep koşulları, bazı sektörlerdeki arz kısıtları, açılmanın etkisiyle yaz aylarında enflasyonda görülebilecek oynaklıklar ve enflasyon beklentilerindeki yüksek seviyeler, fiyatlama davranışları ve enflasyon görünümü üzerinde risk oluşturmaya devam etmektedir.",,,0,Öncü göstergeler yurt içinde iktisadi faaliyetin üçüncü çeyrekte dış talebin de etkisiyle güçlü seyrettiğine işaret etmektedir.,mixed_balanced,,0,Enflasyon Raporu tahmin patikasındaki belirgin düşüş sağlanana kadar para politikasındaki mevcut sıkı duruş kararlılıkla sürdürülecektir.,maintain_only,
69,decision_close_2021_9,2021-09-23,train,T-83df6d878e6d,0,"Enflasyonda son dönemde gözlenen yükselişte; gıda ve ithalat fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar, yönetilen/yönlendirilen fiyatlardaki artışlar ve açılmaya bağlı talep gelişmeleri etkili olmaktadır. Bu etkilerin arızi unsurlardan kaynaklı olduğu değerlendirilmektedir.",mixed_balanced,,0,Öncü göstergeler yurt içinde iktisadi faaliyetin üçüncü çeyrekte dış talebin de etkisiyle güçlü seyrettiğine işaret etmektedir.,mixed_balanced,,-1,"Kurul, para politikasının etkileyebildiği talep unsurları, çekirdek enflasyon gelişmeleri ve arz şoklarının yarattığı etkilerin ayrıştırılmasına yönelik analizleri değerlendirmiştir. Bu çerçevede para politikası duruşunda güncellemeye ihtiyaç bulunduğu değerlendirmesi yapılmış ve politika faizinde indirim yapılmasına karar verilmiştir.",,
70,decision_close_2021_10,2021-10-21,train,T-386fcfac0122,1,"Enflasyonda son dönemde gözlenen yükselişte; gıda ve başta enerji olmak üzere ithalat fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar, yönetilen/yönlendirilen fiyatlardaki artışlar ve açılmaya bağlı talep gelişmeleri etkili olmaktadır.",,,0,Öncü göstergeler yurt içinde iktisadi faaliyetin dış talebin de etkisiyle güçlü seyrettiğine işaret etmektedir.,mixed_balanced,,-1,"Bununla birlikte, arz yönlü arızi unsurlardan kaynaklı olarak politika faizinde yapılan aşağı yönlü düzeltme için yıl sonuna kadar sınırlı bir alan kaldığı Kurul tarafından değerlendirilmiştir.",,
71,decision_close_2021_11,2021-11-18,train,T-fcfa262b8f46,1,"Enflasyonda son dönemde gözlenen yükselişte; gıda ve başta enerji olmak üzere ithalat fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar, yönetilen/yönlendirilen fiyatlardaki artışlar ve talep gelişmeleri etkili olmaktadır.",,,1,"Öncü göstergeler yurt içinde iktisadi faaliyetin dış talebin de etkisiyle güçlü seyrettiğine işaret etmektedir. Aşılamanın toplumun geneline yayılması salgından olumsuz etkilenen hizmetler, turizm ve bağlantılı sektörlerin canlanmasına ve iktisadi faaliyetin daha dengeli bir bileşimle sürdürülmesine olanak tanımaktadır",,,0,"Kurul, arz yönlü ve para politikası etki alanı dışındaki faktörlerin fiyat artışları üzerinde oluşturduğu geçici etkilerin 2022 yılının ilk yarısı boyunca da etkisini sürdürmesini beklemektedir. Kurul, bu etkilerin ima ettiği sınırlı alanın kullanımını Aralık ayında tamamlamayı değerlendirecektir.",maintain_only,
72,decision_close_2021_12,2021-12-16,train,T-e67d79adebc2,1,"Enflasyonda Kasım ayında gözlenen yükselişte; döviz kuru gelişmeleri, küresel gıda ve tarımsal emtia fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar ve talep gelişmeleri etkili olmaktadır.",,,1,"Milli gelir verileri ve öncü göstergeler yurt içinde iktisadi faaliyetin, dış talebin de etkisiyle güçlü seyrettiğine işaret etmektedir. Aşılamanın toplumun geneline yayılması salgından olumsuz etkilenen hizmetler, turizm ve bağlantılı sektörlerin canlanmasına ve iktisadi faaliyetin daha dengeli bir bileşimle sürdürülmesine olanak tanımaktadır.",,,0,"Kurul, politika faizinin 100 baz puan indirilerek, arz yönlü ve para politikası etki alanı dışındaki arızi faktörlerin fiyat artışları üzerinde oluşturduğu geçici etkilerin ima ettiği alanın kullanımının tamamlanmasına karar vermiştir.",maintain_only,
73,decision_close_2022_1,2022-01-20,train,T-4595f9a42888,1,"Enflasyonda yakın dönemde gözlenen yükselişte; döviz piyasasında yaşanan sağlıksız fiyat oluşumlarına bağlı döviz kurlarına endeksli fiyatlama davranışları, küresel gıda ve tarımsal emtia fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar ve talep gelişmeleri etkili olmaktadır.",,,1,"Kapasite kullanım seviyeleri ve diğer öncü göstergeler yurt içinde iktisadi faaliyetin, dış talebin de olumlu etkisiyle güçlü seyrettiğine işaret etmektedir.",,,1,"Bu çerçevede Kurul, politika faizinin sabit tutulmasına karar vermiştir. Alınmış olan kararların birikimli etkileri yakından takip edilmekte ve bu dönemde fiyat istikrarının sürdürülebilir bir zeminde yeniden şekillenmesi amacıyla TCMB’nin tüm politika araçlarında Türk lirasını öncelikleyen geniş kapsamlı bir politika çerçevesi gözden geçirme süreci yürütülmektedir.",,
74,decision_close_2022_2,2022-02-17,train,T-2493bc0b6db0,1,"Enflasyonda yakın dönemde gözlenen yükselişte; ekonomik temellerden uzak fiyatlama oluşumları, küresel enerji, gıda ve tarımsal emtia fiyatlarındaki artışlar ile tedarik süreçlerindeki aksaklıklar gibi arz yönlü unsurlar ve talep gelişmeleri etkili olmaktadır.",,,1,"Kapasite kullanım seviyeleri ve diğer öncü göstergeler yurt içinde iktisadi faaliyetin, dış talebin de olumlu etkisiyle güçlü seyrettiğine işaret etmektedir.",,,0,"Bu çerçevede Kurul, politika faizinin sabit tutulmasına karar vermiştir. Alınmış olan kararların birikimli etkileri yakından takip edilmekte ve bu dönemde fiyat istikrarının sürdürülebilir bir zeminde yeniden şekillenmesi amacıyla TCMB’nin tüm politika araçlarında kalıcı liralaşmayı teşvik eden geniş kapsamlı bir politika çerçevesi gözden geçirme süreci yürütülmektedir.",unclear_direction,
